observation,data_marking,statistical_unit_eng,statistical_unit_cym,measure_type_eng,measure_type_cym,observation_type,empty,obs_type_value,unit_multiplier,unit_of_measure_eng,unit_of_measure_cym,confidentuality,empty1,geographic_area,empty2,empty3,time_dim_item_id,time_dim_item_label_eng,time_dim_item_label_cym,time_type,empty4,statistical_population_id,statistical_population_label_eng,statistical_population_label_cym,cdid,cdiddescrip,empty5,empty6,empty7,empty8,empty9,empty10,empty11,empty12,dim_id_1,dimension_label_eng_1,dimension_label_cym_1,dim_item_id_1,dimension_item_label_eng_1,dimension_item_label_cym_1,is_total_1,is_sub_total_1,dim_id_2,dimension_label_eng_2,dimension_label_cym_2,dim_item_id_2,dimension_item_label_eng_2,dimension_item_label_cym_2,is_total_2,is_sub_total_2,dim_id_3,dimension_label_eng_3,dimension_label_cym_3,dim_item_id_3,dimension_item_label_eng_3,dimension_item_label_cym_3,is_total_3,is_sub_total_3
2,,Person,,Count,,,,,,,,,,E07000042,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E07000042,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
0,,Person,,Count,,,,,,,,,,E07000042,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
0,,Person,,Count,,,,,,,,,,E07000042,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E07000042,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
789,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
434,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
355,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
287,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
82,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
205,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
341,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
203,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
138,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
138,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
127,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
11,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
23,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
22,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
1,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
764,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
415,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
349,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
273,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
73,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
200,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
334,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
197,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
137,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
135,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
124,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
11,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
22,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
21,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
1,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
25,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
19,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
6,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
14,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
9,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
5,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
7,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
6,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
1,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
3,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
3,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
1,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
1,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E07000043,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
807,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
407,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
400,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
309,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
43,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
266,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
245,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
123,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
122,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
204,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
193,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
11,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
49,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
48,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
1,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
747,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
367,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
380,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
292,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
39,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
253,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
218,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
102,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
116,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
190,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
180,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
10,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
47,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
46,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
1,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
60,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
40,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
20,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
17,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
4,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
13,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
27,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
21,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
6,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
14,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
13,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
1,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
2,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
2,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E07000044,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
257,,Person,,Count,,,,,,,,,,E07000045,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
257,,Person,,Count,,,,,,,,,,E07000045,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E07000045,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
77,,Person,,Count,,,,,,,,,,E07000045,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
77,,Person,,Count,,,,,,,,,,E07000045,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E07000045,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
91,,Person,,Count,,,,,,,,,,E07000045,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
91,,Person,,Count,,,,,,,,,,E07000045,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E07000045,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
