Observation,Data_Marking,ValueDomain,Obs_Type,Obs_Type_Value,Unit_of_Measure_Eng,Geographic_Area,Time,Time_Type,CDID,Dimension_1,Dimension_Value_1,Dimension_2,Dimension_Value_2,Dimension_3,Dimension_Value_3
595,,Count,,,,E07000180,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
380,,Count,,,,E07000180,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
215,,Count,,,,E07000180,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
553,,Count,,,,E07000180,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
489,,Count,,,,E07000180,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
64,,Count,,,,E07000180,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
45,,Count,,,,E07000180,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
45,,Count,,,,E07000180,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000180,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
208,,Count,,,,E07000180,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
124,,Count,,,,E07000180,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
84,,Count,,,,E07000180,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
52,,Count,,,,E07000180,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
12,,Count,,,,E07000180,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
40,,Count,,,,E07000180,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
97,,Count,,,,E07000180,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
64,,Count,,,,E07000180,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
33,,Count,,,,E07000180,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
53,,Count,,,,E07000180,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
43,,Count,,,,E07000180,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
10,,Count,,,,E07000180,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
6,,Count,,,,E07000180,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
5,,Count,,,,E07000180,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
1,,Count,,,,E07000180,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
1636,,Count,,,,E07000181,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
970,,Count,,,,E07000181,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
666,,Count,,,,E07000181,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
410,,Count,,,,E07000181,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
74,,Count,,,,E07000181,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
336,,Count,,,,E07000181,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
640,,Count,,,,E07000181,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
379,,Count,,,,E07000181,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
261,,Count,,,,E07000181,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
488,,Count,,,,E07000181,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
425,,Count,,,,E07000181,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
63,,Count,,,,E07000181,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
98,,Count,,,,E07000181,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
92,,Count,,,,E07000181,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
6,,Count,,,,E07000181,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
1383,,Count,,,,E07000181,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
834,,Count,,,,E07000181,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
549,,Count,,,,E07000181,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
325,,Count,,,,E07000181,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
54,,Count,,,,E07000181,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
271,,Count,,,,E07000181,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
528,,Count,,,,E07000181,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
316,,Count,,,,E07000181,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
212,,Count,,,,E07000181,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
439,,Count,,,,E07000181,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
379,,Count,,,,E07000181,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
60,,Count,,,,E07000181,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
91,,Count,,,,E07000181,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
85,,Count,,,,E07000181,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
6,,Count,,,,E07000181,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
253,,Count,,,,E07000181,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
136,,Count,,,,E07000181,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
117,,Count,,,,E07000181,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
85,,Count,,,,E07000181,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
20,,Count,,,,E07000181,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
65,,Count,,,,E07000181,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
112,,Count,,,,E07000181,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
63,,Count,,,,E07000181,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
49,,Count,,,,E07000181,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
49,,Count,,,,E07000181,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
46,,Count,,,,E07000181,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
3,,Count,,,,E07000181,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
7,,Count,,,,E07000181,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
7,,Count,,,,E07000181,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000181,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
920,,Count,,,,E07000209,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
479,,Count,,,,E07000209,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
441,,Count,,,,E07000209,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
290,,Count,,,,E07000209,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
69,,Count,,,,E07000209,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
221,,Count,,,,E07000209,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
429,,Count,,,,E07000209,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
232,,Count,,,,E07000209,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
197,,Count,,,,E07000209,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
169,,Count,,,,E07000209,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
147,,Count,,,,E07000209,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
22,,Count,,,,E07000209,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
32,,Count,,,,E07000209,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
31,,Count,,,,E07000209,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
1,,Count,,,,E07000209,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
857,,Count,,,,E07000209,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
444,,Count,,,,E07000209,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
413,,Count,,,,E07000209,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
277,,Count,,,,E07000209,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
60,,Count,,,,E07000209,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
217,,Count,,,,E07000209,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
389,,Count,,,,E07000209,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
213,,Count,,,,E07000209,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
176,,Count,,,,E07000209,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
160,,Count,,,,E07000209,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
141,,Count,,,,E07000209,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
19,,Count,,,,E07000209,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
31,,Count,,,,E07000209,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
30,,Count,,,,E07000209,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
1,,Count,,,,E07000209,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
63,,Count,,,,E07000209,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
35,,Count,,,,E07000209,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
28,,Count,,,,E07000209,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
13,,Count,,,,E07000209,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
9,,Count,,,,E07000209,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
4,,Count,,,,E07000209,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
40,,Count,,,,E07000209,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
19,,Count,,,,E07000209,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
21,,Count,,,,E07000209,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
9,,Count,,,,E07000209,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
6,,Count,,,,E07000209,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
3,,Count,,,,E07000209,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
1,,Count,,,,E07000209,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
1,,Count,,,,E07000209,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000209,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
656,,Count,,,,E07000214,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
504,,Count,,,,E07000214,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
152,,Count,,,,E07000214,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
137,,Count,,,,E07000214,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
37,,Count,,,,E07000214,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
100,,Count,,,,E07000214,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
206,,Count,,,,E07000214,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
164,,Count,,,,E07000214,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
42,,Count,,,,E07000214,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
249,,Count,,,,E07000214,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
239,,Count,,,,E07000214,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
10,,Count,,,,E07000214,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
64,,Count,,,,E07000214,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
64,,Count,,,,E07000214,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000214,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
572,,Count,,,,E07000214,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
437,,Count,,,,E07000214,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
135,,Count,,,,E07000214,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
125,,Count,,,,E07000214,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
36,,Count,,,,E07000214,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
89,,Count,,,,E07000214,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
175,,Count,,,,E07000214,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
138,,Count,,,,E07000214,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
37,,Count,,,,E07000214,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
216,,Count,,,,E07000214,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
207,,Count,,,,E07000214,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
9,,Count,,,,E07000214,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
56,,Count,,,,E07000214,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
56,,Count,,,,E07000214,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000214,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
84,,Count,,,,E07000214,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
67,,Count,,,,E07000214,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
17,,Count,,,,E07000214,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
12,,Count,,,,E07000214,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
1,,Count,,,,E07000214,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
11,,Count,,,,E07000214,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
31,,Count,,,,E07000214,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
26,,Count,,,,E07000214,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
5,,Count,,,,E07000214,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
33,,Count,,,,E07000214,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
32,,Count,,,,E07000214,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
1,,Count,,,,E07000214,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
8,,Count,,,,E07000214,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
8,,Count,,,,E07000214,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000214,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
180,,Count,,,,E07000216,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
180,,Count,,,,E07000216,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E07000216,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
27,,Count,,,,E07000216,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
27,,Count,,,,E07000216,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E07000216,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
61,,Count,,,,E07000216,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
61,,Count,,,,E07000216,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E07000216,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
63,,Count,,,,E07000216,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
63,,Count,,,,E07000216,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E07000216,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
29,,Count,,,,E07000216,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
29,,Count,,,,E07000216,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000216,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
158,,Count,,,,E07000216,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
158,,Count,,,,E07000216,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E07000216,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
26,,Count,,,,E07000216,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
26,,Count,,,,E07000216,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E07000216,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
53,,Count,,,,E07000216,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
53,,Count,,,,E07000216,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E07000216,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
56,,Count,,,,E07000216,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
56,,Count,,,,E07000216,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E07000216,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
23,,Count,,,,E07000216,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
23,,Count,,,,E07000216,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000216,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
22,,Count,,,,E07000216,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
22,,Count,,,,E07000216,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E07000216,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
1,,Count,,,,E07000216,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
1,,Count,,,,E07000216,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E07000216,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
8,,Count,,,,E07000216,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
8,,Count,,,,E07000216,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E07000216,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
7,,Count,,,,E07000216,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
7,,Count,,,,E07000216,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E07000216,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
6,,Count,,,,E07000216,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
6,,Count,,,,E07000216,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000216,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
171,,Count,,,,E07000217,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
171,,Count,,,,E07000217,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E07000217,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
24,,Count,,,,E07000217,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
24,,Count,,,,E07000217,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E07000217,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
49,,Count,,,,E07000217,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
49,,Count,,,,E07000217,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E07000217,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
71,,Count,,,,E07000217,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
71,,Count,,,,E07000217,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E07000217,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
27,,Count,,,,E07000217,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,All categories: Residence Type
27,,Count,,,,E07000217,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000217,,,,Sex,All categories: Sex,Age,Age 50 and over,Residence Type,Lives in a communal establishment
164,,Count,,,,E07000217,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
164,,Count,,,,E07000217,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E07000217,,,,Sex,Males,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
23,,Count,,,,E07000217,,,,Sex,Males,Age,Age 16 to 24,Residence Type,All categories: Residence Type
23,,Count,,,,E07000217,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E07000217,,,,Sex,Males,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
45,,Count,,,,E07000217,,,,Sex,Males,Age,Age 25 to 34,Residence Type,All categories: Residence Type
45,,Count,,,,E07000217,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E07000217,,,,Sex,Males,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
70,,Count,,,,E07000217,,,,Sex,Males,Age,Age 35 to 49,Residence Type,All categories: Residence Type
70,,Count,,,,E07000217,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E07000217,,,,Sex,Males,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
26,,Count,,,,E07000217,,,,Sex,Males,Age,Age 50 and over,Residence Type,All categories: Residence Type
26,,Count,,,,E07000217,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000217,,,,Sex,Males,Age,Age 50 and over,Residence Type,Lives in a communal establishment
7,,Count,,,,E07000217,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
7,,Count,,,,E07000217,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E07000217,,,,Sex,Females,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
1,,Count,,,,E07000217,,,,Sex,Females,Age,Age 16 to 24,Residence Type,All categories: Residence Type
1,,Count,,,,E07000217,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E07000217,,,,Sex,Females,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
4,,Count,,,,E07000217,,,,Sex,Females,Age,Age 25 to 34,Residence Type,All categories: Residence Type
4,,Count,,,,E07000217,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E07000217,,,,Sex,Females,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
1,,Count,,,,E07000217,,,,Sex,Females,Age,Age 35 to 49,Residence Type,All categories: Residence Type
1,,Count,,,,E07000217,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a household
0,,Count,,,,E07000217,,,,Sex,Females,Age,Age 35 to 49,Residence Type,Lives in a communal establishment
1,,Count,,,,E07000217,,,,Sex,Females,Age,Age 50 and over,Residence Type,All categories: Residence Type
1,,Count,,,,E07000217,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a household
0,,Count,,,,E07000217,,,,Sex,Females,Age,Age 50 and over,Residence Type,Lives in a communal establishment
158,,Count,,,,E07000224,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,All categories: Residence Type
158,,Count,,,,E07000224,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a household
0,,Count,,,,E07000224,,,,Sex,All categories: Sex,Age,All categories: Age 16 and over,Residence Type,Lives in a communal establishment
52,,Count,,,,E07000224,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,All categories: Residence Type
52,,Count,,,,E07000224,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a household
0,,Count,,,,E07000224,,,,Sex,All categories: Sex,Age,Age 16 to 24,Residence Type,Lives in a communal establishment
45,,Count,,,,E07000224,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,All categories: Residence Type
45,,Count,,,,E07000224,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a household
0,,Count,,,,E07000224,,,,Sex,All categories: Sex,Age,Age 25 to 34,Residence Type,Lives in a communal establishment
41,,Count,,,,E07000224,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,All categories: Residence Type
41,,Count,,,,E07000224,,,,Sex,All categories: Sex,Age,Age 35 to 49,Residence Type,Lives in a household
